날짜,남컨물동량,남해2지선_가락IC-서부산TG_lag0,중앙선_대동IC-초정IC_lag10,부산신항선_진해IC-남문대교_lag0
2022-04-09,-1901.3599999999997,-3879.738953974895,5546.890966386554,-189.686567164179
2022-04-10,-639.0736196319021,-2654.7918487394954,5166.310210970465,19.865671641791096
2022-04-11,1125.08,-6090.475840336135,5043.115252100839,-311.34158415841557
2022-04-12,2604.6792452830186,-5982.112008368201,5030.003924050632,-458.13861386138615
2022-04-13,-2026.242574257426,-5754.9712658227845,2629.4018907563022,-487.44334975369475
2022-04-14,-1970.1649484536083,-5919.293403361345,729.4481932773108,-520.4306930693074
2022-04-15,-1116.865168539326,-5631.797647058824,5551.69552742616,-263.1199999999999
2022-04-16,583.6400000000003,-3879.738953974895,4098.920966386555,40.313432835821004
2022-04-17,2234.926380368098,-2654.7918487394954,3978.700210970464,164.8656716417911
2022-04-18,1892.08,-6090.475840336135,4313.92525210084,155.65841584158443
2022-04-19,902.6792452830186,-5982.112008368201,3394.943924050633,-141.13861386138615
2022-04-20,-698.242574257426,-5754.9712658227845,1505.4618907563024,5.556650246305253
2022-04-21,-795.1649484536083,-5919.293403361345,445.048193277311,-160.43069306930738
2022-04-22,-1479.865168539326,-5631.797647058824,4285.555527426161,-294.1199999999999
2022-04-23,-1966.3599999999997,-3879.738953974895,4524.990966386555,-32.686567164178996
2022-04-24,-1625.0736196319021,-2654.7918487394954,4407.910210970464,58.865671641791096
2022-04-25,-3482.92,-6090.475840336135,202.00525210084015,-400.34158415841557
2022-04-26,1120.6792452830186,-5982.112008368201,3279.3039240506328,-951.1386138613861
2022-04-27,-4081.242574257426,-5754.9712658227845,1411.9218907563024,-322.44334975369475
2022-04-28,-3443.1649484536083,-5919.293403361345,455.0181932773109,-283.4306930693074
2022-04-29,1048.134831460674,-5631.797647058824,3692.3555274261603,-728.1199999999999
2022-04-30,-3197.3599999999997,-3879.738953974895,3690.970966386554,-161.686567164179
2022-05-01,-2484.073619631902,-2654.7918487394954,3660.4202109704643,109.8656716417911
2022-05-02,-2911.92,-6090.475840336135,3885.94525210084,-400.34158415841557
2022-05-03,-1366.3207547169814,-5982.112008368201,3611.4539240506333,-203.13861386138615
2022-05-05,10533.835051546392,-5919.293403361345,525.6381932773108,-4250.430693069307
2022-05-06,-152.86516853932608,-5631.797647058824,3731.4855274261604,-571.1199999999999
2022-05-07,1412.6400000000003,-3879.738953974895,4041.0309663865546,-338.686567164179
2022-05-08,-599.0736196319021,-2654.7918487394954,3889.0102109704644,15.865671641791096
2022-05-09,-321.9200000000001,-6090.475840336135,3960.60525210084,-265.34158415841557
2022-05-10,-4212.320754716981,-5982.112008368201,3826.7839240506332,-179.13861386138615
2022-05-11,-3100.242574257426,-5754.9712658227845,1832.3618907563025,-586.4433497536947
2022-05-12,-3900.1649484536083,-5919.293403361345,628.7881932773109,-816.4306930693074
2022-05-13,3547.134831460674,-5631.797647058824,4780.44552742616,-812.1199999999999
2022-05-14,-4053.3599999999997,-3879.738953974895,5030.6909663865545,-384.686567164179
2022-05-15,-4359.073619631902,-2654.7918487394954,5098.850210970464,-30.134328358208904
2022-05-16,-4303.92,-6090.475840336135,4629.195252100841,-229.34158415841557
2022-05-17,4598.679245283019,-5982.112008368201,4549.883924050633,-361.13861386138615
2022-05-18,-3445.242574257426,-5754.9712658227845,2765.021890756303,-266.44334975369475
2022-05-19,3501.8350515463917,-5919.293403361345,782.738193277311,-539.4306930693074
2022-05-20,315.1348314606739,-5631.797647058824,4201.985527426161,-637.1199999999999
2022-05-21,-2174.3599999999997,-3879.738953974895,4732.290966386555,-223.686567164179
2022-05-22,2210.926380368098,-2654.7918487394954,930.1902109704642,-12.134328358208904
2022-05-23,142.07999999999993,-6090.475840336135,4506.385252100839,-74.34158415841557
2022-05-24,993.6792452830186,-5982.112008368201,5235.483924050632,-92.13861386138615
2022-05-25,-2420.242574257426,-5754.9712658227845,3095.0918907563027,-245.44334975369475
2022-05-26,-1811.1649484536083,-5919.293403361345,639.8281932773109,-306.4306930693074
2022-05-27,6869.134831460674,-5631.797647058824,748.9155274261607,-387.1199999999999
2022-05-28,-3347.3599999999997,-3879.738953974895,1984.6909663865545,-496.686567164179
2022-05-29,508.92638036809785,-2654.7918487394954,2028.0502109704644,132.8656716417911
2022-05-30,-1908.92,-6090.475840336135,1954.7452521008404,-61.34158415841557
2022-05-31,2988.6792452830186,-5982.112008368201,1741.2539240506326,-167.13861386138615
2022-06-01,-1907.242574257426,-5754.9712658227845,1284.8418907563025,-4071.4433497536947
2022-06-02,-436.1649484536083,-5919.293403361345,516.3681932773109,199.56930693069262
2022-06-03,-1951.865168539326,-5631.797647058824,2007.05552742616,809.8800000000001
2022-06-04,-2716.3599999999997,-3879.738953974895,1599.460966386555,952.313432835821
2022-06-05,-1713.0736196319021,-2654.7918487394954,3539.2102109704642,-11.134328358208904
2022-06-06,-1860.92,-6090.475840336135,5187.99525210084,-3068.3415841584156
2022-06-07,-1472.3207547169814,-5982.112008368201,5091.263924050632,-3035.138613861386
2022-06-08,-2775.242574257426,-5754.9712658227845,2787.811890756303,-2953.4433497536947
2022-06-09,-3700.1649484536083,-5919.293403361345,995.0381932773109,-2944.4306930693074
2022-06-10,-4497.865168539326,-5631.797647058824,5015.305527426161,-2691.12
2022-06-11,1454.6400000000003,-3879.738953974895,5294.050966386554,-692.686567164179
2022-06-12,-1330.0736196319021,-2654.7918487394954,5151.100210970464,43.865671641791096
2022-06-13,-1067.92,-6090.475840336135,5188.885252100839,-2462.3415841584156
2022-06-14,-1701.3207547169814,-5982.112008368201,3675.0839240506334,-2670.138613861386
2022-06-15,-3717.242574257426,-5754.9712658227845,2223.261890756303,-916.4433497536947
2022-06-16,686.8350515463917,-5919.293403361345,721.1781932773108,209.56930693069262
2022-06-17,511.1348314606739,-5631.797647058824,4161.405527426161,118.88000000000011
2022-06-18,-455.3599999999997,-3879.738953974895,4626.9009663865545,584.313432835821
2022-06-19,1500.9263803680979,-2654.7918487394954,4272.150210970465,233.8656716417911
2022-06-20,-2726.92,-6090.475840336135,4256.215252100839,213.65841584158443
2022-06-21,-2641.3207547169814,-5982.112008368201,4499.713924050633,91.86138613861385
2022-06-22,-4845.242574257426,-5754.9712658227845,2368.941890756302,84.55665024630525
2022-06-23,3039.8350515463917,-5919.293403361345,801.5581932773109,-122.43069306930738
2022-06-25,5898.64,-3879.738953974895,4623.1109663865545,414.313432835821
2022-06-26,-1964.0736196319021,-2654.7918487394954,4269.900210970465,243.8656716417911
2022-06-27,221.07999999999993,-6090.475840336135,4664.51525210084,118.65841584158443
2022-06-28,775.6792452830186,-5982.112008368201,4576.343924050632,-73.13861386138615
2022-06-29,-5615.242574257426,-5754.9712658227845,1960.5318907563026,9.556650246305253
2022-06-30,2813.8350515463917,-5919.293403361345,645.1881932773108,-91.43069306930738
2022-07-01,-2271.865168539326,-5631.797647058824,3865.3755274261607,-295.1199999999999
2022-07-02,-3265.3599999999997,-3879.738953974895,4332.1109663865545,24.313432835821004
2022-07-03,347.92638036809785,-2654.7918487394954,4581.220210970465,289.8656716417911
2022-07-05,1981.6792452830186,-5982.112008368201,4608.343924050632,-451.13861386138615
2022-07-06,1151.757425742574,-5754.9712658227845,1866.5418907563023,-3855.4433497536947
2022-07-08,-1085.865168539326,-5631.797647058824,3126.6655274261607,-3841.12
2022-07-09,-588.3599999999997,-3879.738953974895,4240.990966386555,-111.686567164179
2022-07-10,-3349.073619631902,-2654.7918487394954,4023.320210970465,76.8656716417911
2022-07-11,4409.08,-6090.475840336135,4214.7252521008395,-249.34158415841557
2022-07-12,306.67924528301864,-5982.112008368201,4878.223924050633,-254.13861386138615
2022-07-13,-484.242574257426,-5754.9712658227845,2026.2218907563026,-607.4433497536947
2022-07-14,-526.1649484536083,-5919.293403361345,600.278193277311,-530.4306930693074
2022-07-15,-4215.865168539326,-5631.797647058824,4262.29552742616,-314.1199999999999
2022-07-16,-506.3599999999997,-3879.738953974895,4967.830966386555,-29.686567164178996
2022-07-17,1112.9263803680979,-2654.7918487394954,4634.010210970464,70.8656716417911
2022-07-18,-721.9200000000001,-6090.475840336135,4424.365252100841,-352.34158415841557
2022-07-19,1322.6792452830186,-5982.112008368201,3844.863924050633,-177.13861386138615
2022-07-20,-2983.242574257426,-5754.9712658227845,1428.0818907563023,-362.44334975369475
2022-07-21,-653.1649484536083,-5919.293403361345,593.238193277311,-460.4306930693074
2022-07-22,1521.134831460674,-5631.797647058824,2259.22552742616,-228.1199999999999
2022-07-23,8430.64,-3879.738953974895,2484.8509663865543,-34.686567164178996
2022-07-24,-1808.0736196319021,-2654.7918487394954,1974.5502109704644,111.8656716417911
2022-07-26,-1674.3207547169814,-5982.112008368201,2412.823924050633,-472.13861386138615
2022-07-27,-3920.242574257426,-5754.9712658227845,1265.3218907563025,-156.44334975369475
2022-07-28,2920.8350515463917,-5919.293403361345,710.1481932773108,-83.43069306930738
2022-07-29,-660.8651685393261,-5631.797647058824,3945.5255274261604,-336.1199999999999
